aid,uid,label
1940,35955747,-1
914,15472779,-1
725,74457958,-1
914,81604334,-1
1596,59120836,-1
1904,54511169,-1
1918,7525574,-1
1291,25585495,1
1566,21585924,-1
173,8852636,-1
1827,77754404,-1
1512,59554688,-1
1918,36564409,-1
1605,63779805,-1
2031,28687089,-1
2048,31311079,-1
529,24056212,-1
302,56637951,-1
886,47193101,-1
436,35805495,-1
1940,72326775,-1
212,50783195,-1
1998,64916750,-1
914,40572731,-1
2050,57944786,-1
1566,70822880,-1
1254,1434778,-1
136,18149491,-1
561,49862566,-1
1819,8003090,-1
748,13340311,-1
1566,50560847,-1
1827,4237042,-1
792,10128562,-1
914,16506704,-1
1842,24693792,-1
12,23073137,-1
191,40539386,-1
411,28905383,-1
191,82511983,1
692,57135069,-1
951,62797116,-1
1749,20162004,-1
1415,65434855,-1
914,14306600,-1
686,75474970,-1
404,63139519,-1
191,5202014,-1
1918,6543879,-1
1950,902503,-1
411,47539658,-1
1842,2582741,-1
692,18510107,-1
562,35659490,-1
1605,26783761,-1
966,56823738,-1
1284,30948307,-1
914,77227532,-1
1291,16373856,-1
1377,51346286,-1
1596,23259524,-1
411,27917474,-1
1468,73213494,-1
543,24819920,-1
692,47312187,-1
411,62872462,-1
561,28377337,-1
1950,33356554,-1
411,62149353,-1
903,42051791,-1
561,66256150,-1
1119,23912120,-1
311,14695431,-1
1530,35299812,-1
191,26053919,-1
692,32570206,-1
191,17034431,-1
1530,20421564,-1
1119,37708568,-1
914,76624870,-1
70,63931151,-1
191,36587295,-1
411,67072316,-1
1468,36975778,-1
1605,73146292,-1
1119,31503963,-1
1415,49866672,-1
561,58221066,-1
1566,18074293,-1
136,33176347,-1
846,76435528,-1
1140,26262652,-1
1291,30447474,-1
939,8336737,1
1605,13448097,-1
1291,59649601,-1
543,24257860,-1
2112,3755767,-1
1940,26619539,-1
1841,75709077,-1
1377,77064625,-1
1512,16987557,-1
212,28121534,-1
1483,31714287,-1
1596,4623312,-1
70,33238657,-1
1415,12630210,-1
117,78157777,-1
2118,76708981,-1
1483,27746542,1
1468,22137235,-1
692,19614420,-1
1714,59712548,-1
1468,27619105,-1
1415,75910057,-1
1622,23117522,-1
748,59329340,-1
302,71010868,-1
903,36803139,-1
173,40084754,-1
914,68339253,-1
1201,26476974,-1
1215,67685665,-1
1407,15025369,-1
1379,59628715,-1
846,41410551,-1
1119,52014063,-1
1291,28609434,-1
12,60539447,-1
2013,22773315,-1
686,34961327,-1
1605,35800730,-1
1021,61677199,-1
1950,6112916,-1
561,16324928,-1
411,46835251,-1
411,69491577,-1
191,27878468,-1
1201,1764009,-1
699,68028297,-1
692,56267962,-1
389,19233283,-1
1918,29855007,-1
1530,80760875,-1
519,740133,-1
561,27209490,-1
1119,19368787,-1
1119,51796426,-1
1291,31665772,-1
2031,58756211,1
1291,22195586,-1
173,39024812,1
389,39865174,-1
914,3271934,-1
420,27648832,-1
1496,24345475,-1
432,16291588,-1
2066,71798664,-1
311,75482850,-1
1925,22491329,1
1215,11902154,-1
1119,19152768,-1
1335,42195380,-1
1566,78377354,-1
1468,16397474,-1
136,26888765,-1
411,4160494,-1
145,18422593,-1
411,70863558,-1
1202,36005932,-1
1415,10659048,-1
411,46021118,-1
916,30647968,-1
432,73175362,-1
191,29654263,-1
70,26275085,-1
70,16427658,-1
2216,37368236,-1
1566,61208540,-1
914,48862075,-1
12,78593490,-1
411,36626238,-1
2066,48079318,-1
1415,60615044,-1
692,27418135,-1
117,16153512,-1
311,23724630,-1
1202,77628586,-1
1291,10526053,-1
70,4069846,-1
1254,26844327,-1
1950,47894206,-1
411,52554809,1
145,56673410,-1
1728,74838452,-1
1918,74531007,-1
411,77953833,-1
1171,65372819,-1
70,54170996,-1
12,3766190,1
212,68190501,-1
1377,40388599,-1
1044,2812824,-1
117,25571840,-1
70,3503788,-1
1338,29775043,-1
914,78269484,-1
1407,37286766,-1
846,3406830,-1
561,25835891,-1
1842,52814857,-1
727,9130236,-1
846,57685935,-1
1672,28978472,-1
1379,33176909,-1
1140,70780703,-1
191,22852275,-1
1596,36660831,-1
311,28589204,-1
1918,48998591,-1
1449,60178796,-1
1530,30558721,-1
1021,66248352,1
1119,8799937,-1
543,35889851,-1
1714,43426109,-1
1998,64895911,-1
1507,3565124,-1
1566,16129499,-1
70,12873868,1
117,70747578,-1
2118,57363633,-1
792,27319081,-1
932,24211225,-1
117,12002421,1
136,70786371,-1
1605,43251950,-1
1716,38265865,-1
1379,75417611,-1
1940,78651669,-1
692,12340230,-1
389,39709176,-1
1415,8559192,-1
1379,11129084,-1
1291,78340646,-1
1566,37598979,-1
1119,77232269,-1
561,43974481,-1
1841,52126648,-1
853,65850511,-1
1749,12812359,-1
369,53406317,-1
1566,78776280,-1
411,24646550,-1
411,60098911,-1
765,13296879,-1
914,39272298,-1
561,44982437,-1
1950,51649491,-1
1749,48551336,-1
894,11017818,-1
450,26664598,-1
2031,61886918,-1
1508,14639115,-1
1530,61452621,-1
1918,56470815,-1
561,55485106,-1
2201,45264409,-1
1119,17540389,-1
1415,42233634,-1
1468,79824119,-1
1468,74963274,-1
1790,78466775,-1
1023,59081942,-1
1827,67384873,-1
1468,52609890,-1
699,6219258,-1
916,21415926,-1
1119,20196233,-1
692,39656259,-1
173,25396557,-1
1503,76156064,-1
725,60608919,-1
121,37765899,-1
692,75234584,-1
1021,17212131,-1
1021,8704561,-1
1483,70045930,-1
1566,13299873,-1
1468,19431192,-1
561,29427916,-1
692,48716348,-1
1622,47832125,-1
914,547566,-1
1918,77429252,-1
1017,38501131,-1
561,53249286,-1
191,60077500,-1
369,50294536,-1
1407,35596299,-1
2031,64951967,-1
562,72992742,-1
302,72255691,-1
173,40594725,-1
173,48004675,-1
727,34765236,-1
2031,81046035,-1
1621,43488289,-1
1842,34009137,-1
1827,50832867,-1
2031,49758739,-1
660,9083605,-1
692,17379532,-1
2013,29909478,-1
699,34590926,-1
1415,34073200,-1
1351,63005223,-1
1566,78254372,-1
311,14254615,-1
70,61034548,-1
561,1588685,-1
1291,10636357,-1
286,28325001,-1
1605,29100628,-1
692,27186650,-1
914,60203641,-1
369,18553773,-1
692,69133921,-1
1119,26145441,-1
74,10881166,-1
74,9180530,-1
1716,55094197,-1
1950,15648946,-1
1931,63497322,-1
561,49295104,-1
302,8361808,-1
164,1857113,-1
846,13009292,-1
1254,57485749,-1
846,74321585,-1
1671,40611670,-1
1415,39948660,-1
1842,5766378,-1
1291,13098844,-1
1596,50221524,-1
1119,52744704,-1
692,30921672,-1
389,31138012,-1
1468,54839350,-1
1017,28597353,-1
2013,75132428,-1
1291,47514857,-1
692,17882827,-1
2048,61054150,1
1415,49657214,-1
692,70040864,1
1119,39989164,-1
1119,10139503,-1
411,22381236,-1
916,35444166,-1
411,52088376,-1
561,36206828,-1
70,47964031,-1
1918,53540498,-1
1530,37623661,-1
1931,67178912,-1
432,57538595,-1
1119,33215819,-1
1291,32516604,-1
117,9388937,-1
1291,12851681,-1
1119,76985276,-1
191,18979332,-1
1291,82326351,-1
1119,7231625,-1
1379,55318567,-1
145,34064498,-1
1415,44601054,-1
1119,38537674,-1
286,95970,-1
966,2491923,-1
1530,7572068,-1
727,68757265,-1
1017,40666364,-1
699,13227030,-1
1407,4223198,-1
1635,21117425,-1
1468,39431672,1
1044,80149068,-1
692,21737036,-1
411,35772120,-1
1119,75825989,-1
916,2234113,-1
914,75832923,-1
389,8163770,-1
191,75305930,1
939,20302564,-1
231,17857141,-1
1119,16018961,-1
1291,13424869,-1
1827,53061399,-1
748,21613288,-1
932,80470506,-1
286,74420200,-1
2118,9563199,-1
411,9908219,-1
1291,8317252,-1
647,52099524,1
1918,73271549,-1
1605,62616803,-1
1044,34362474,-1
2197,62701072,-1
191,76221447,-1
411,21093050,-1
1415,79723043,-1
1119,57133598,-1
1950,11808402,-1
404,1362424,-1
1728,62026178,-1
1566,73630480,-1
1728,30682659,-1
191,16082495,-1
117,39740367,-1
1596,19173566,-1
914,17215682,-1
1119,51702568,-1
1940,28427574,-1
1918,74734713,-1
1962,72467150,-1
1530,46335416,-1
311,73025444,-1
1021,69331640,-1
692,5416925,-1
2013,28040069,-1
692,33753794,-1
932,48879350,-1
471,2539513,-1
846,64968705,-1
7,72569022,-1
1284,41775227,-1
12,48630048,-1
1119,76223262,-1
2013,44878910,1
1119,14491328,-1
939,29142678,-1
1119,2106785,-1
2068,44314972,-1
1962,43652587,-1
846,36734195,-1
117,36457767,-1
1918,38979090,-1
1918,40453823,-1
1957,39742236,-1
916,47932337,-1
748,66534373,-1
1254,44390013,-1
1407,45516333,1
727,62660288,-1
311,1265891,-1
1596,63569165,-1
1044,4811587,-1
7,3076,-1
727,61072358,-1
561,66455117,-1
1407,27810638,-1
748,15836259,-1
561,27964884,-1
1468,54720876,-1
966,2313231,-1
727,72894845,1
1827,31956476,-1
1119,1214516,1
2068,53778190,-1
1827,48190361,-1
1468,2718876,-1
1407,7323283,-1
1605,51093899,1
411,71656245,-1
313,36888755,1
1017,46274792,-1
692,62490513,-1
1468,23442022,-1
1254,17713467,-1
1377,32005762,-1
1483,49863094,-1
914,56567336,-1
1407,31709275,-1
411,44822047,-1
1605,4459279,-1
725,14636545,-1
7,28406638,-1
1202,34395987,1
117,42130065,-1
914,50299754,-1
1530,58831987,-1
699,76458686,-1
692,25777592,-1
1119,76755869,-1
692,15133523,-1
117,49003855,-1
1291,67816179,-1
1284,37071102,-1
136,32171868,-1
1017,53801477,-1
1468,43745951,-1
1918,68270849,-1
136,18826654,-1
2031,54518428,-1
1119,52441643,-1
1827,42546854,-1
692,18784584,-1
1379,49543717,-1
1931,53044470,-1
853,77636893,-1
1407,66608606,-1
529,65484063,-1
1119,79160793,-1
1119,36859749,-1
2031,62097505,-1
191,52217387,-1
1918,3070531,-1
1201,48737214,-1
692,55193192,-1
117,73089446,-1
846,19395244,-1
561,43204191,-1
681,297286,1
916,56020413,-1
2118,76161875,-1
1716,58788292,-1
411,38919578,-1
681,59850119,-1
561,29733006,-1
561,65401366,-1
2112,33039694,-1
561,46179744,-1
1918,55823646,-1
1230,56909923,-1
2050,47329482,-1
1894,55665027,-1
1749,69941335,-1
205,51450070,1
2013,62420243,-1
1468,56470898,-1
647,30474739,-1
688,67995502,-1
286,11697820,-1
1918,71131714,-1
1918,30954001,-1
914,5847870,-1
1415,50371660,-1
1284,53008594,-1
1790,60054042,-1
1202,69657958,-1
561,43784873,-1
136,39175481,-1
1119,76571326,-1
1254,62665822,-1
70,51028792,-1
231,9010161,-1
1468,77748892,-1
1672,58084791,-1
1021,28266569,-1
74,38381957,-1
117,79307474,1
561,30759078,-1
692,23639911,-1
1291,76436540,-1
1605,7021987,-1
1918,14162160,-1
1940,58534128,-1
914,49665305,-1
1716,5746426,-1
191,877340,-1
1596,23474695,-1
191,35346352,1
1140,55204305,1
454,46988412,-1
1201,58675450,-1
1918,30105817,-1
1950,69507617,-1
692,1970739,-1
2050,43424202,-1
561,68807384,-1
1023,45529938,-1
1291,25377011,-1
411,57911561,1
1746,57026739,-1
692,6008884,-1
692,52893241,-1
1468,34742401,-1
1930,67785439,-1
692,59449062,-1
1119,56397959,-1
1291,42537805,-1
1605,10604356,-1
1291,37048730,-1
389,47679239,-1
404,75051916,-1
117,43506565,-1
1819,76621059,-1
1530,70010050,-1
1407,68903863,-1
2050,2902825,-1
136,68120923,-1
1635,77410109,-1
1119,12954638,-1
2196,34136346,-1
1119,19286545,-1
1338,56303143,1
1596,2037360,-1
727,59406080,-1
70,21668896,-1
6,81923884,-1
2066,80457520,-1
136,64223838,-1
916,42504933,-1
1291,4814392,-1
561,72971676,-1
1379,7518731,-1
1140,26815718,-1
1291,15982629,-1
1566,63051812,-1
1950,62828793,-1
939,8714641,-1
692,11111311,-1
1291,9598656,-1
1716,69233753,-1
561,40448314,1
1507,17682892,-1
1215,18398107,-1
966,6729000,-1
2112,63779861,-1
543,8318636,-1
1202,69794066,-1
411,26230744,-1
2031,79344828,-1
1605,8900876,-1
1119,13202279,-1
792,40095907,-1
1468,69728185,-1
1338,21542639,-1
1728,18966576,-1
2050,68211467,-1
1468,7550162,-1
1291,26550321,-1
1407,64545331,-1
231,14699636,-1
1940,72591411,-1
2118,10325080,-1
1950,6641032,-1
117,46005876,-1
411,36748648,-1
1930,33290409,-1
1894,45769822,-1
1284,75421243,-1
173,15835825,-1
846,68583462,-1
1596,19613312,-1
1566,36791489,-1
286,37963058,-1
1119,62806348,-1
561,43185436,-1
1621,63671629,-1
916,53561962,-1
1379,68308680,-1
916,17886479,-1
692,38649864,-1
1284,17520315,-1
727,22379763,-1
191,50444315,-1
765,2759858,-1
1291,50802808,-1
960,39445966,-1
692,21717782,-1
966,37617361,1
1215,10703898,-1
561,81064624,-1
1622,64893644,-1
1021,52063364,-1
846,7999077,-1
2031,59145526,-1
914,38821344,-1
177,34456255,-1
1998,47104692,-1
624,29607744,-1
561,24963578,-1
117,33172608,-1
2031,79828292,-1
692,45335451,-1
1254,9524143,-1
1415,77016840,-1
1119,542176,-1
727,76975328,-1
1119,51263605,-1
1596,53187169,-1
692,40710258,-1
681,55209904,-1
1918,67985000,-1
136,25322503,-1
1998,52606079,-1
1918,66811430,-1
432,55095382,-1
686,81554690,-1
1415,56725320,-1
1950,18790153,-1
1605,16090074,-1
2031,45074171,-1
1950,2022609,-1
846,49856705,-1
846,29965512,-1
117,13765041,-1
436,46154609,-1
916,17285774,-1
725,7307055,-1
846,57332406,-1
692,57823130,-1
1415,26100829,-1
191,1887593,-1
1918,5087994,-1
2118,25892159,-1
2118,42476070,-1
1790,1889607,-1
1379,71219072,-1
846,52975637,-1
681,21944162,-1
302,46827193,-1
1379,80594281,-1
1918,2221669,-1
1284,28989346,-1
1254,72221880,-1
1017,33500896,-1
529,17338222,-1
1596,51025162,-1
436,77752085,-1
191,36196348,-1
411,28612363,-1
1530,66763767,-1
1379,9235542,-1
1970,6915513,-1
191,10725053,-1
2054,9021538,-1
117,10036168,1
1918,4305906,-1
519,4101140,-1
1749,19007359,-1
692,56637229,-1
561,25549169,-1
1918,28275654,-1
1566,11903262,-1
2118,34472469,-1
1622,16041721,-1
191,23546261,-1
1950,17652786,-1
1379,66878416,-1
1230,71348342,-1
2031,27864551,-1
1596,21523996,-1
212,69621894,-1
692,21202824,-1
1605,12455047,-1
1468,19293143,-1
1407,79720955,-1
1566,15771953,-1
1215,12119557,-1
647,67100706,-1
1350,12133279,-1
1377,69330300,-1
2050,27010558,-1
1254,56466067,-1
1044,65624898,-1
914,49030550,-1
1291,6057756,1
1407,77306382,-1
450,72632369,-1
145,42702035,-1
846,29100344,-1
1407,4289734,-1
914,30650006,-1
369,60299120,-1
286,79103396,-1
1749,1117353,-1
1317,50065412,-1
2050,70398692,-1
1119,56185595,-1
173,58391679,-1
543,49589031,-1
1119,52820682,-1
1622,49240268,-1
1530,32253691,-1
74,1938122,-1
1530,19505679,-1
1468,34136062,-1
136,12779736,-1
1925,59883611,-1
561,33880208,-1
692,32820682,-1
1407,17743623,-1
699,62477665,-1
1468,68561489,-1
561,70240790,-1
725,78815338,-1
1483,35464064,-1
286,11052696,-1
1119,45272994,-1
1894,58687035,-1
692,50843645,-1
404,74059193,-1
432,12241388,1
1291,79332780,1
1827,70500961,-1
70,18257425,-1
1375,22178262,-1
1023,18585107,-1
411,22356105,-1
1468,846289,-1
1483,2440294,-1
927,38317856,-1
1291,30320734,-1
1407,55292663,-1
1468,23422488,-1
454,39892486,-1
692,29268316,1
191,61734618,-1
1407,44113689,-1
1415,61240966,-1
1605,76778794,-1
145,40315699,-1
1827,10950596,-1
411,82198071,-1
2054,70268252,-1
1483,47501084,-1
2047,52159266,-1
1215,81842606,-1
2031,68105011,-1
1317,23540162,-1
369,25111214,-1
286,64207882,-1
1580,42247834,-1
1566,77859847,-1
846,69945353,-1
411,76916465,-1
121,68485176,1
1119,54191889,-1
1291,49168569,-1
1930,72003228,-1
1407,9248204,-1
1827,73482098,-1
1635,39159964,-1
191,24144185,-1
121,28876927,-1
916,44620424,-1
121,18182405,-1
939,37540149,-1
1970,76114189,-1
411,34930369,-1
1672,62371021,-1
1291,78081368,-1
7,70139497,-1
1483,2401735,-1
543,29579462,-1
136,81814035,1
191,66369701,-1
1749,75262981,-1
1201,17897058,-1
1940,1870569,-1
1468,39692327,-1
1119,7703663,-1
1468,69541735,-1
765,52509841,-1
914,52230725,-1
191,13609255,-1
1468,62946101,-1
2112,71676436,-1
1566,22226689,-1
1119,39181881,-1
846,13345418,-1
613,13243721,-1
1291,42825631,-1
1407,69532106,-1
70,20863843,1
12,57798142,-1
2196,20681968,-1
1407,66152191,-1
1827,79962061,-1
302,7338691,-1
1044,45011218,-1
1566,34536107,-1
1566,45911529,-1
2048,10015018,-1
2050,16264355,-1
1940,64030220,-1
1508,5836018,1
1714,3177220,-1
1429,75857134,-1
699,78560160,-1
692,46638999,1
916,75719800,-1
561,22707538,-1
1415,25186298,-1
1119,57367217,-1
411,81032713,-1
939,5176148,-1
561,66057367,-1
975,49979706,-1
145,46083611,-1
692,39977851,-1
206,49956444,-1
1918,41210536,-1
12,47875869,-1
846,50707954,-1
1407,26774167,-1
748,71761708,-1
389,38756704,-1
191,72926905,-1
914,5114478,-1
432,28896807,-1
1605,47468713,-1
432,79207706,-1
1827,51284845,-1
914,70567570,-1
174,61880899,1
1017,26509158,1
1749,10387985,-1
561,31410503,-1
70,8263466,-1
1254,64513166,-1
1566,82097088,-1
765,60309631,-1
914,82021147,-1
2205,66373442,-1
136,41693502,-1
1566,23909867,-1
727,14048723,-1
191,69028946,-1
2013,77289922,-1
916,14832701,-1
2047,2106617,-1
2031,56415232,-1
1918,37280488,-1
411,69440689,-1
725,51094979,-1
519,39435887,-1
1377,5733639,-1
692,69547248,-1
205,28634135,-1
561,40153364,-1
1596,39539851,-1
121,47837426,-1
1350,3418551,-1
1468,77610898,-1
191,20436246,-1
748,41876893,-1
2013,32383672,-1
432,59014419,-1
1930,71551654,-1
411,56520722,-1
1119,16591108,-1
1468,19458025,-1
74,35828448,-1
70,43702474,-1
725,39385997,-1
231,71252497,-1
1182,71620902,-1
692,12086599,1
1291,64478956,-1
1468,78924041,-1
1728,61680081,-1
411,10014485,-1
191,59985190,-1
311,65702490,-1
311,1078047,-1
302,3871854,-1
692,56034622,-1
846,48778844,-1
1819,80693638,-1
725,53355248,-1
1215,24234200,-1
725,23271255,-1
692,69352587,-1
411,2379218,-1
903,14720256,-1
70,5772244,-1
1291,15926579,-1
121,77943840,-1
1918,43632662,-1
692,70028802,-1
411,72933935,-1
1714,23389660,-1
231,4334602,-1
2066,32091393,-1
1468,81564831,-1
1119,26602652,-1
1119,77889076,-1
1566,37719863,-1
1379,2044741,-1
1119,60054061,-1
432,82291632,-1
1950,28170984,1
1377,63052052,1
1950,64636247,-1
2047,68653003,-1
1530,60835771,-1
1605,10417016,-1
692,3215198,-1
1291,45518239,-1
1415,62980452,-1
792,32326954,-1
2201,11410378,-1
1918,54468310,-1
1970,78511154,-1
7,78787624,-1
1291,39529171,-1
1119,49179525,-1
420,22364247,-1
12,2727040,-1
1379,3057527,-1
98,64665252,-1
561,60246177,-1
1415,37437020,1
1201,44273628,-1
914,28866770,-1
1483,31668674,-1
1671,27348704,-1
117,43616795,-1
1847,69671943,-1
1182,51226133,-1
117,32365680,-1
846,73403927,-1
692,28209671,-1
136,57314797,-1
543,52099245,-1
1027,18347267,-1
70,63567281,-1
1415,32520020,-1
117,57145592,-1
70,66267606,-1
2013,14740646,-1
1202,36550121,-1
1847,6457570,-1
727,50988157,-1
1819,74844120,-1
765,7332230,-1
1291,19258589,-1
561,44663905,-1
1566,47712954,-1
727,65840016,-1
792,6245869,-1
174,40662712,-1
436,25980474,-1
1338,9693303,-1
561,63143030,-1
191,38065656,-1
404,78708042,-1
1291,74638657,-1
1379,62855933,-1
1468,70470445,-1
1596,38217197,-1
369,19060805,-1
1746,8448495,-1
1566,8906773,-1
1468,542776,-1
1599,59226808,-1
1566,58894899,-1
1605,31891839,-1
692,65406928,-1
1962,20086174,-1
561,33676597,-1
98,79496785,-1
699,1778984,-1
1119,14775986,-1
2048,53328205,-1
1254,37714297,-1
1622,15481097,-1
1119,49263106,-1
1508,21059940,-1
1508,58691234,-1
1566,50852782,-1
191,74454287,-1
411,64908654,-1
561,5873946,-1
692,21158847,-1
1291,42580996,-1
2112,21282426,-1
1605,15637419,-1
543,38795849,-1
1017,73784570,-1
1622,625552,-1
1021,45607246,-1
916,46439807,-1
914,28399473,-1
117,51994485,-1
1962,63525010,-1
1950,79881658,-1
1291,28194137,-1
1998,76371540,-1
1503,70598651,-1
2031,10644885,-1
1716,61423658,-1
1338,24951629,-1
411,39845694,-1
516,11072667,-1
302,77174333,-1
1119,51885425,-1
1566,43760254,-1
1107,34477027,-1
70,35082921,-1
145,18311172,-1
692,58286285,-1
70,66833289,-1
1407,48678668,-1
1483,61357675,-1
1749,755659,-1
914,70310497,1
173,55505506,-1
1530,36774458,-1
846,73279973,-1
173,5521249,-1
311,45461667,-1
1449,2217690,-1
1317,21909683,-1
516,71457822,-1
1201,55051566,-1
2031,4640161,-1
2050,21955141,-1
302,15518175,-1
191,50548969,-1
1291,71444385,1
519,73600940,-1
561,52628509,-1
2154,21760219,-1
389,76092190,-1
1714,4344653,-1
1566,52509490,-1
1202,69794995,-1
561,76863050,-1
1415,38800423,1
1622,69710006,-1
1468,51022573,-1
1566,48091628,-1
117,24006654,-1
1950,27876035,-1
12,67000242,-1
692,54421420,-1
692,78731981,-1
1918,39641011,-1
404,23935501,-1
1415,81845629,-1
1635,72655768,-1
1566,10570604,-1
117,65530242,-1
2031,58482814,-1
692,50677484,-1
1991,25107724,-1
1317,56308609,-1
725,59777025,-1
411,35762937,-1
1415,6312721,-1
692,67961401,-1
1530,26901264,-1
1201,20934819,-1
1530,47209193,-1
1871,5966432,-1
2066,42926537,-1
2196,29698168,-1
1254,14519529,-1
411,61981546,-1
692,12616780,-1
74,2093263,-1
1827,25817057,-1
411,70190586,-1
1566,72838436,-1
692,22247189,-1
311,59031577,-1
1468,35572363,1
286,3931806,-1
2054,18314838,-1
1566,35483869,-1
1622,69914075,-1
212,47307688,-1
411,26538262,-1
1171,49695263,-1
1375,18248086,-1
561,25879313,-1
18,81513261,-1
725,46861694,-1
1566,54367145,-1
411,24125645,-1
1291,15335305,-1
692,7851247,-1
1415,51707119,-1
939,57622313,-1
1140,18502598,-1
1379,54302740,-1
1415,12800107,-1
1140,59253630,-1
1781,46411924,-1
1291,80271889,-1
692,71270002,-1
914,22344856,-1
1291,61289350,-1
1415,65908469,-1
1468,53736331,-1
2196,30616905,-1
1507,60121642,-1
1596,17924752,-1
1918,34290347,-1
1242,54350110,-1
411,77658308,-1
1407,51491809,-1
1379,72479489,-1
699,71317038,-1
311,37231245,-1
2031,45326704,-1
975,42452814,-1
136,73372023,-1
18,59234255,-1
725,75474213,-1
286,50430653,-1
389,71952393,-1
191,44280548,1
231,59943817,-1
1201,79694885,-1
699,73258185,-1
1017,30242287,-1
389,7588567,-1
1468,61478989,-1
2118,17034979,-1
1119,81952899,-1
1407,54024202,-1
1841,16100164,-1
725,78053997,-1
1338,5302412,-1
1918,47240043,-1
1931,7209936,-1
1291,29004554,-1
389,74921158,-1
2068,37254597,-1
1468,47745202,-1
2216,64010851,1
1918,39228333,-1
411,53990824,-1
966,1491584,-1
561,51275791,-1
191,66982433,-1
74,27800326,-1
1338,22865234,1
765,29611055,-1
1377,23091185,-1
1530,10809603,-1
1970,25152360,-1
1468,55793251,-1
1819,65567804,-1
389,43747993,-1
311,32846940,-1
1415,59914678,-1
1918,28741053,-1
692,740948,-1
191,76965239,-1
404,75636821,-1
1605,78025294,-1
692,56164191,-1
1291,2931427,-1
966,68314841,-1
1202,73280274,-1
966,56007354,-1
1377,25107022,-1
1017,78797101,1
1530,34012596,-1
1566,47040032,-1
311,52349888,-1
1605,31092883,-1
70,80903856,-1
613,77740791,-1
561,66154543,-1
692,44668802,-1
1496,44356797,-1
18,1639782,-1
916,50175640,-1
692,26223943,-1
369,8108399,-1
404,80997604,-1
2031,4964667,-1
2031,31796861,-1
1918,13100005,-1
2031,54313828,-1
1254,68640497,-1
1468,53786100,-1
2118,19556750,-1
1017,13984360,-1
1468,66282939,-1
1119,34169541,-1
1377,19181438,-1
2013,63397917,-1
436,26492306,-1
136,34127045,-1
1566,9258369,-1
561,59675270,-1
1841,404543,-1
692,4378989,-1
70,5526762,-1
1254,66122104,-1
1415,52197997,-1
2031,74026161,-1
1291,72742532,-1
432,12712813,-1
692,59624629,-1
1140,74801081,1
2154,52227947,-1
1415,7919942,-1
692,45020160,-1
692,73018455,-1
1415,71272820,-1
1781,56646567,-1
1530,3311998,-1
1483,71982437,-1
1749,28697170,-1
2169,74312879,-1
98,64917214,-1
1566,62665579,-1
6,82140052,-1
1468,23664920,-1
212,14088924,-1
1379,77785929,-1
177,3036262,1
1021,18719359,-1
311,1206898,-1
411,15919238,-1
1940,8296527,-1
1530,29354997,-1
1119,38593653,-1
1379,81658878,-1
1449,28408175,-1
1496,48651335,-1
404,48514294,-1
681,82361920,-1
1599,82113499,-1
1468,27771162,-1
1140,25228181,-1
692,79200793,-1
1950,53669329,-1
1468,68129012,-1
2013,21486816,-1
1918,58564381,-1
411,68712957,-1
1728,74515273,-1
1119,38535045,-1
914,50353437,-1
2205,14605601,-1
420,38728267,-1
1017,72829677,-1
420,44654955,-1
1254,54875654,1
692,33170709,-1
1119,77200028,-1
173,65313209,-1
1317,64552616,-1
692,37913136,-1
191,71333498,-1
1023,77565271,1
1119,17814706,-1
966,5331825,1
70,25916487,1
191,44743298,-1
411,32284303,-1
1918,81948733,-1
70,63480655,-1
191,80954848,-1
1749,40172900,-1
1918,2959344,-1
561,23562267,-1
1605,12517165,-1
1057,31758720,-1
191,74907489,1
191,38402099,1
1291,68720755,-1
543,27432285,-1
70,76587396,1
174,27928401,-1
1415,20546771,-1
853,60315333,-1
1415,28390844,-1
2201,78615715,-1
660,57488734,-1
1749,56637000,-1
1622,70296236,-1
1950,39849937,1
561,23050418,-1
1027,60621670,-1
369,76132782,-1
966,57237886,-1
389,32205907,-1
2031,23504359,-1
2031,76632141,-1
212,69231759,-1
1468,82428344,-1
191,7779569,-1
432,53552135,-1
2013,1395255,1
692,81922331,-1
311,5778824,1
624,63575169,-1
1957,24564653,-1
1621,36334458,-1
404,42812387,-1
561,32672249,-1
1605,42265529,-1
1201,76197007,-1
1622,57953966,-1
692,34046368,-1
624,57112076,-1
692,2146988,-1
1291,9159942,-1
1605,93398,-1
1407,57845909,1
1496,1741701,-1
313,73553427,-1
1596,3702123,-1
1596,11880699,-1
792,63597427,1
411,44817659,-1
1119,9488473,-1
1596,9995341,-1
1119,27158025,-1
70,26437025,-1
1468,40620016,-1
692,54179284,-1
191,9192919,-1
1749,78820984,-1
748,38061145,-1
164,52315865,-1
1566,53518681,-1
1119,29795814,-1
174,23020553,-1
117,79801339,-1
1468,3410002,-1
389,74514399,-1
1566,58943731,-1
1140,2030826,-1
1415,70107059,-1
231,1434419,-1
1171,38893601,-1
136,51498057,-1
1119,1138221,-1
916,21621931,1
1671,52117246,-1
1291,6393198,-1
70,53557719,-1
1622,34151049,-1
206,37902004,-1
1496,4625760,-1
369,36851898,-1
369,69145204,-1
727,32181978,-1
1023,3916302,-1
1827,23406918,-1
389,40099912,-1
939,27834141,-1
70,57767284,-1
1119,36828492,-1
916,77096161,-1
70,50312017,-1
1530,35246809,-1
12,13858491,-1
1291,29279510,-1
191,79716006,-1
1017,35490734,-1
792,70965239,-1
117,21364055,-1
1171,13890907,-1
212,63589050,-1
1749,29525033,1
1254,28939168,-1
1918,5230002,-1
543,19722474,-1
